Completed,Organism_s,Assay_Type_s,AvgSpotLen_l,BioProject_s,BioSample_s,Experiment_s,InsertSize_l,Instrument_s,LibraryLayout_s,LibrarySelection_s,LibrarySource_s,Library_Name_s,LoadDate_s,MBases_l,MBytes_l,Platform_s,ReleaseDate_s,Run_s,SRA_Sample_s,SRA_Study_s,Sample_Name_s,age_s,dev_stage_s,geo_loc_name_s,isolate_s,sex_s,tissue_s,Consent_s
No,Hymenochirus boettgeri,RNA-Seq,100,PRJNA306175,SAMN04347398,SRX1487343,0,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,,12/16/2015,4572,2854,ILLUMINA,10/24/2016,SRR3021847,SRS1210265,SRP067468,GSM1974015,,,,,,,public
No,Hymenochirus boettgeri,RNA-Seq,100,PRJNA306175,SAMN04347397,SRX1487342,0,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,,12/16/2015,4163,2637,ILLUMINA,10/24/2016,SRR3021846,SRS1210266,SRP067468,GSM1974014,,,,,,,public
No,Hymenochirus boettgeri,RNA-Seq,100,PRJNA306175,SAMN04347396,SRX1487341,0,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,,12/16/2015,5589,3536,ILLUMINA,10/24/2016,SRR3021845,SRS1210267,SRP067468,GSM1974010,,,,,,,public
No,Hymenochirus boettgeri,RNA-Seq,100,PRJNA306175,SAMN04347395,SRX1487340,0,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,,12/16/2015,3279,2167,ILLUMINA,10/24/2016,SRR3021844,SRS1210268,SRP067468,GSM1974009,,,,,,,public
No,Hymenochirus curtipes,RNA-Seq,502,PRJNA355364,SAMN06075440,SRX2382492,0,Illumina MiSeq,PAIRED,RANDOM,TRANSCRIPTOMIC,JP17,11/30/2016,3889,2730,ILLUMINA,7/25/2017,SRR5062015,SRS1824773,SRP094087,JP17,not collected,adult,,not applicable,not collected,mix of various organs,public
No,Leptobrachium boringii,RNA-Seq,200,PRJNA299518,SAMN04209391,SRX1720190,125,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,,4/22/2016,5741,3812,ILLUMINA,4/25/2016,SRR3418420,SRS1407972,SRP065144,VbS,not collected,not collected,,,pooled male and female,skin,public
No,Leptobrachium boringii,RNA-Seq,200,PRJNA349799,SAMN05933055,SRX2255890,0,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,,10/21/2016,6421,4589,ILLUMINA,11/4/2016,SRR4436787,SRS1755239,SRP091904,GSM2357421,,,,,,Testis,public
No,Leptobrachium boringii,RNA-Seq,200,PRJNA349799,SAMN05933054,SRX2255891,0,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,,10/21/2016,6216,4440,ILLUMINA,11/4/2016,SRR4436788,SRS1755240,SRP091904,GSM2357422,,,,,,Testis,public
No,Leptobrachium boringii,RNA-Seq,200,PRJNA349799,SAMN05933052,SRX2255892,0,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,,10/21/2016,5014,3580,ILLUMINA,11/4/2016,SRR4436789,SRS1755241,SRP091904,GSM2357424,,,,,,Testis,public
No,Leptobrachium boringii,RNA-Seq,200,PRJNA349799,SAMN05933050,SRX2255893,0,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,,10/21/2016,5900,4179,ILLUMINA,11/4/2016,SRR4436790,SRS1755242,SRP091904,GSM2357426,,,,,,Testis,public
No,Litoria rubella,RNA-Seq,202,PRJNA323970,SAMN05185335,SRX1944685,0,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Litoria rubella (CCM0688),7/13/2016,4570,3043,ILLUMINA,7/18/2016,SRR3901722,SRS1497318,SRP076446,Litoria rubella (CCM0688),missing,missing,missing,missing,missing,liver,public
No,Mantidactylus betsileanus,RNA-Seq,149,PRJNA357636,SAMN06157931,SRX2430583,0,NextSeq 500,PAIRED,RANDOM,TRANSCRIPTOMIC,MVLAC226,12/15/2016,5288,2555,ILLUMINA,6/1/2017,SRR5115160,SRS1866492,SRP095210,MVLAC226,larva,not determined,,not applicable,not determined,"mix of different organs, excluding intestine",public
No,Mantidactylus betsileanus,RNA-Seq,149,PRJNA357636,SAMN06157930,SRX2430584,0,NextSeq 500,PAIRED,RANDOM,TRANSCRIPTOMIC,MVLAC225,12/15/2016,7528,3573,ILLUMINA,6/1/2017,SRR5115162,SRS1866493,SRP095210,MVLAC225,adult,not determined,,not applicable,not determined,"mix of different organs, excluding intestine",public
No,Megophrys,RNA-Seq,200,PRJNA299518,SAMN04209392,SRX1720191,125,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,,4/22/2016,6465,4263,ILLUMINA,4/25/2016,SRR3418421,SRS1407971,SRP065144,MsS,not collected,not collected,,,pooled male and female,skin,public
No,Megophrys nasuta,RNA-Seq,600,PRJNA355364,SAMN06075447,SRX2382495,0,Illumina MiSeq,PAIRED,RANDOM,TRANSCRIPTOMIC,JP25,11/30/2016,3447,2197,ILLUMINA,7/25/2017,SRR5062018,SRS1824776,SRP094087,JP25,not collected,adult,,not applicable,not collected,mix of various organs,public
No,Microhyla fissipes,RNA-Seq,200,PRJNA295354,SAMN04046451,SRX1249127,0,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,PM-2,11/11/2015,5520,3656,ILLUMINA,9/16/2016,SRR2418554,SRS1068229,SRP063594,Microhyla fissipes(PM),stage 30,premetamorphosis,not collected,not collected,not applicable,individual,public
No,Microhyla fissipes,RNA-Seq,200,PRJNA295354,SAMN04046452,SRX1249128,0,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,MC,11/11/2015,5876,3870,ILLUMINA,9/16/2016,SRR2418623,SRS1068232,SRP063594,Microhyla fissipes(MC),stage 42,Metamorphic climax,not collected,not collected,not applicable,individual,public
No,Microhyla fissipes,RNA-Seq,200,PRJNA295354,SAMN04046453,SRX1249129,0,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,CM,11/11/2015,6228,4101,ILLUMINA,9/16/2016,SRR2418812,SRS1068234,SRP063594,Microhyla fissipes(CM),stage 45,Completion of metamorphosis,not collected,not collected,not applicable,individual,public
No,Microhyla fissipes,RNA-Seq,300,PRJNA386601,SAMN07108766,SRX2821015,0,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,,5/16/2017,8874,3565,ILLUMINA,5/20/2017,SRR5557878,SRS2198641,SRP107055,Microhyla fissipes S28 lung,,S28,,Shuangliu,not applicable,lung,public
Yes,Odorrana margaretae,RNA-Seq,201,PRJNA299518,SAMN04209390,SRX1720189,125,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,,4/22/2016,4663,2219,ILLUMINA,4/25/2016,SRR3418419,SRS1407973,SRP065144,OmS,not collected,not collected,,,pooled male and female,skin,public
Yes,Odorrana margaretae,RNA-Seq,202,PRJNA210299,SAMN02222947,SRX317137,0,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,,7/3/2013,6002,3876,ILLUMINA,11/5/2013,SRR924480,SRS454377,SRP026482,GOF mixed,,,,,,"mixed cerebrum, eye, skeletal muscle, heart, liver, testicle, ootheca, and tadpoles",public
No,Oreobates cruralis,RNA-Seq,252,PRJNA384528,SAMN06841331,SRX2782927,0,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,OC_65263_spleen,5/4/2017,16789,7755,ILLUMINA,5/4/2017,SRR5507180,SRS2165082,SRP106442,OC_65263,,Adult,"Bolivia: Villa Tunari, Cochabamba",MNCN/ADN:65263,not determined,"intestine, liver, spleen",public
No,Oreobates cruralis,RNA-Seq,252,PRJNA384528,SAMN06841331,SRX2782928,0,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,OC_65263_liver,5/4/2017,22766,10588,ILLUMINA,5/4/2017,SRR5507181,SRS2165082,SRP106442,OC_65263,,Adult,"Bolivia: Villa Tunari, Cochabamba",MNCN/ADN:65263,not determined,"intestine, liver, spleen",public
No,Oreobates cruralis,RNA-Seq,252,PRJNA384528,SAMN06841331,SRX2782929,0,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,OC_65263_intestine,5/4/2017,23274,10703,ILLUMINA,5/4/2017,SRR5507183,SRS2165082,SRP106442,OC_65263,,Adult,"Bolivia: Villa Tunari, Cochabamba",MNCN/ADN:65263,not determined,"intestine, liver, spleen",public
No,Pelophylax lessonae,RNA-Seq,102,PRJNA230915,SAMN02439148,SRX467335,160,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Tongue,2/13/2014,3911,2585,ILLUMINA,7/29/2014,SRR1164893,SRS555001,SRP036849,tongue,,,,,male,,public
No,Pelophylax lessonae,RNA-Seq,99,PRJNA230915,SAMN02644480,SRX472107,300,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Heart,2/16/2014,8566,6563,ILLUMINA,7/29/2014,SRR1171014,SRS558664,SRP036849,heart,adult,,,,male,heart,public
No,Pelophylax lessonae,RNA-Seq,102,PRJNA230915,SAMN02691832,SRX495528,0,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Stomach,7/29/2014,3270,2109,ILLUMINA,7/29/2014,SRR1199131,SRS577711,SRP036849,stomach,adult,,Germany,,male,stomach,public
Yes,Pelophylax nigromaculatus,RNA-Seq,200,PRJNA299518,SAMN04209389,SRX1720192,125,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,,4/22/2016,6131,4026,ILLUMINA,4/25/2016,SRR3418422,SRS1407970,SRP065144,PnS,not collected,not collected,,,pooled male and female,skin,public
Yes,Pelophylax nigromaculatus,RNA-Seq,298,PRJNA378718,SAMN06562576,SRX2640690,0,Illumina HiSeq 4000,PAIRED,size fractionation,TRANSCRIPTOMIC,WP,3/15/2017,17202,6611,ILLUMINA,3/15/2017,SRR5344014,SRS2048264,SRP101908,R. Hallowell,not applicable,adult,China:Chongqing,not applicable,pooled male and female,skin,public
Yes,Pelophylax nigromaculatus,RNA-Seq,180,PRJNA242590,SAMN02699083,SRX532382,0,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,,12/9/2015,9486,6599,ILLUMINA,7/22/2015,SRR1269553,SRS601335,SRP041632,Pelophylax nigromaculata,3 years,,,,not determined,brain and gonad,public
No,Pipa pipa,RNA-Seq,502,PRJNA355364,SAMN06075441,SRX2382494,0,Illumina MiSeq,PAIRED,RANDOM,TRANSCRIPTOMIC,JP18,11/30/2016,2842,1995,ILLUMINA,7/25/2017,SRR5062017,SRS1824775,SRP094087,JP18,not collected,adult,,not applicable,not collected,mix of various organs,public
Yes,Polypedates megacephalus,RNA-Seq,200,PRJNA299518,SAMN04209388,SRX1720193,125,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,,4/22/2016,5994,3966,ILLUMINA,4/25/2016,SRR3418423,SRS1407969,SRP065144,PmS,not collected,not collected,,,pooled male and female,skin,public
No,Pseudacris regilla,RNA-Seq,551,PRJNA163143,SAMN00990868,SRX145996,0,454 GS FLX,SINGLE,unspecified,TRANSCRIPTOMIC,P_reg_cDNA,7/24/2012,320,734,LS454,5/4/2013,SRR494107,SRS312105,SRP012654,LRobertson-PR-1,,,,,,,public
No,Quasipaa boulengeri,RNA-Seq,200,PRJNA304335,SAMN04299196,SRX1453517,200,Illumina HiSeq 2000,PAIRED,size fractionation,TRANSCRIPTOMIC,Rb-sk,12/4/2015,7332,4911,ILLUMINA,11/28/2016,SRR2962603,SRS1181192,SRP066746,Rb-sk,,sexual maturity,,,pooled male and female,skin,public
Yes,Rana chensinensis,RNA-Seq,90,PRJEB2832,SAMEA1094759,ERX149262,90,Illumina Genome Analyzer,PAIRED,RANDOM,TRANSCRIPTOMIC,mRNA,7/30/2012,1686,1437,ILLUMINA,3/23/2012,ERR069062,ERS086140,ERP001146,E-MTAB-926:9863,,,,,,,public
Yes,Rana chensinensis,RNA-Seq,180,PRJEB1651,SAMEA1713807,ERX219600,180,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,A_l1,3/21/2013,4565,3355,ILLUMINA,4/10/2013,ERR245066,ERS223615,ERP002359,E-MTAB-1543:A_l1,2 week,,,,,,public
Yes,Rana chensinensis,RNA-Seq,180,PRJNA178186,SAMN01779824,SRX200798,0,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,,12/22/2015,5808,3756,ILLUMINA,7/22/2015,SRR606886,SRS372515,SRP016636,Asiatic Grass Frog,,,,,,,public
Yes,Rana clamitans,RNA-Seq,553,PRJNA162931,SAMN00990760,SRX145771,0,454 GS FLX Titanium,SINGLE,unspecified,TRANSCRIPTOMIC,LRobertson1-454,7/24/2012,353,807,LS454,5/3/2013,SRR493664,SRS311980,SRP012632,LRobertson1,,,,,,,public
Yes,Rana clamitans,RNA-Seq,34,PRJNA162931,SAMN00990760,SRX145773,0,Illumina Genome Analyzer,SINGLE,unspecified,TRANSCRIPTOMIC,LRobertson1-Illumina,9/11/2015,47,58,ILLUMINA,7/22/2015,SRR493674,SRS311980,SRP012632,LRobertson1,,,,,,,public
Yes,Rana kukunoris,RNA-Seq,180,PRJNA178186,SAMN01779825,SRX200800,0,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,,12/22/2015,5705,3161,ILLUMINA,7/22/2015,SRR606893,SRS372516,SRP016636,CIB RK RNA sample 1,,,,,,,public
No,Rana muscosa,RNA-Seq,362,PRJNA149799,SAMN00770002,SRX114679,0,454 GS FLX Titanium,SINGLE,RANDOM,TRANSCRIPTOMIC,Rana_Transcriptome1,8/11/2012,199,449,LS454,5/17/2012,SRR396779,SRS285024,SRP010163,Rana Transcriptome SFF,,,,,,"liver, spleen, skin",public
Yes,Rana pipiens,RNA-Seq,202,PRJNA240240,SAMN02673470,SRX482651,170,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,,3/8/2014,34874,21774,ILLUMINA,5/27/2014,SRR1185235,SRS567156,SRP039526,Lb_tadpole,1 to 3 weeks,,,,mixed,total organism,public
Yes,Rana pipiens,RNA-Seq,202,PRJNA240240,SAMN02673469,SRX482652,170,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,,3/8/2014,21570,14176,ILLUMINA,5/27/2014,SRR1185907,SRS567157,SRP039526,Lb_female,8 months,,,,Female,organs,public
Yes,Rana pipiens,RNA-Seq,202,PRJNA240240,SAMN02673469,SRX482653,170,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,,3/8/2014,14983,9847,ILLUMINA,5/27/2014,SRR1185906,SRS567157,SRP039526,Lb_female,8 months,,,,Female,organs,public
Yes,Rana pipiens,RNA-Seq,202,PRJNA240240,SAMN02673469,SRX482654,170,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,,3/8/2014,20852,13694,ILLUMINA,5/27/2014,SRR1185905,SRS567157,SRP039526,Lb_female,8 months,,,,Female,organs,public
Yes,Rana pipiens,RNA-Seq,202,PRJNA240240,SAMN02673469,SRX482655,170,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,,3/7/2014,6844,4484,ILLUMINA,5/27/2014,SRR1185669,SRS567157,SRP039526,Lb_female,8 months,,,,Female,organs,public
Yes,Rana pipiens,RNA-Seq,202,PRJNA240240,SAMN02673468,SRX482656,170,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,,3/8/2014,6313,4179,ILLUMINA,5/27/2014,SRR1185248,SRS567158,SRP039526,Lb_male,8 months,,,,Male,organs,public
Yes,Rana pipiens,RNA-Seq,202,PRJNA240240,SAMN02673468,SRX482657,170,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,,3/8/2014,6895,4522,ILLUMINA,5/27/2014,SRR1185245,SRS567158,SRP039526,Lb_male,8 months,,,,Male,organs,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299196,SRX2988977,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-148-Bd2014Study,7/7/2017,8519,3442,ILLUMINA,7/7/2017,SRR5810493,SRS2340900,SRP111327,WF-148-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299195,SRX2988978,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-147-Bd2014Study,7/7/2017,7529,3067,ILLUMINA,7/7/2017,SRR5810492,SRS2340901,SRP111327,WF-147-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299189,SRX2988983,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-133-Bd2014Study,7/7/2017,8098,3448,ILLUMINA,7/7/2017,SRR5810487,SRS2340906,SRP111327,WF-133-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299190,SRX2988984,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-136-Bd2014Study,7/7/2017,4168,1650,ILLUMINA,7/7/2017,SRR5810486,SRS2340907,SRP111327,WF-136-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299191,SRX2988985,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-140-Bd2014Study,7/7/2017,8276,3589,ILLUMINA,7/7/2017,SRR5810485,SRS2340908,SRP111327,WF-140-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299192,SRX2988986,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-141-Bd2014Study,7/7/2017,10273,4243,ILLUMINA,7/7/2017,SRR5810484,SRS2340909,SRP111327,WF-141-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299185,SRX2988987,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-126-Bd2014Study,7/7/2017,6999,2996,ILLUMINA,7/7/2017,SRR5810483,SRS2340910,SRP111327,WF-126-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299186,SRX2988988,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-127-Bd2014Study,7/7/2017,8938,4110,ILLUMINA,7/7/2017,SRR5810482,SRS2340911,SRP111327,WF-127-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299187,SRX2988989,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-129-Bd2014Study,7/7/2017,6260,2572,ILLUMINA,7/7/2017,SRR5810481,SRS2340912,SRP111327,WF-129-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299193,SRX2988991,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-142-Bd2014Study,7/7/2017,11042,4370,ILLUMINA,7/7/2017,SRR5810479,SRS2340913,SRP111327,WF-142-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299188,SRX2988990,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-131-Bd2014Study,7/7/2017,10786,4384,ILLUMINA,7/7/2017,SRR5810480,SRS2340914,SRP111327,WF-131-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299176,SRX2988993,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-87-Bd2014Study,7/7/2017,7510,3211,ILLUMINA,7/7/2017,SRR5810477,SRS2340915,SRP111327,WF-87-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299194,SRX2988992,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-144-Bd2014Study,7/7/2017,9087,3669,ILLUMINA,7/7/2017,SRR5810478,SRS2340916,SRP111327,WF-144-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299175,SRX2988994,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-81-Bd2014Study,7/7/2017,5849,2374,ILLUMINA,7/7/2017,SRR5810476,SRS2340917,SRP111327,WF-81-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299178,SRX2988995,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-90-Bd2014Study,7/7/2017,7377,3060,ILLUMINA,7/7/2017,SRR5810475,SRS2340918,SRP111327,WF-90-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299177,SRX2988996,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-89-Bd2014Study,7/7/2017,8339,3425,ILLUMINA,7/7/2017,SRR5810474,SRS2340919,SRP111327,WF-89-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299180,SRX2988997,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-97-Bd2014Study,7/7/2017,8558,3460,ILLUMINA,7/7/2017,SRR5810473,SRS2340920,SRP111327,WF-97-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299179,SRX2988998,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-91-Bd2014Study,7/7/2017,10375,4214,ILLUMINA,7/7/2017,SRR5810472,SRS2340921,SRP111327,WF-91-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299182,SRX2988999,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-104-Bd2014Study,7/7/2017,8371,3457,ILLUMINA,7/7/2017,SRR5810471,SRS2340922,SRP111327,WF-104-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299181,SRX2989000,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-101-Bd2014Study,7/7/2017,6065,2629,ILLUMINA,7/7/2017,SRR5810470,SRS2340923,SRP111327,WF-101-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299184,SRX2989001,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-109-Bd2014Study,7/7/2017,7989,3395,ILLUMINA,7/7/2017,SRR5810469,SRS2340924,SRP111327,WF-109-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299183,SRX2989002,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-108-Bd2014Study,7/7/2017,13406,5656,ILLUMINA,7/7/2017,SRR5810468,SRS2340925,SRP111327,WF-108-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299154,SRX2989003,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-21-Bd2014Study,7/7/2017,7666,3107,ILLUMINA,7/7/2017,SRR5810467,SRS2340926,SRP111327,WF-21-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299153,SRX2989004,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-20-Bd2014Study,7/7/2017,8496,3458,ILLUMINA,7/7/2017,SRR5810466,SRS2340927,SRP111327,WF-20-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299148,SRX2989005,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-10-Bd2014Study,7/7/2017,2609,1034,ILLUMINA,7/7/2017,SRR5810465,SRS2340928,SRP111327,WF-10-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299147,SRX2989006,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-8-Bd2014Study,7/7/2017,11101,4427,ILLUMINA,7/7/2017,SRR5810464,SRS2340929,SRP111327,WF-8-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299146,SRX2989007,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-6-Bd2014Study,7/7/2017,8103,3256,ILLUMINA,7/7/2017,SRR5810463,SRS2340930,SRP111327,WF-6-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299145,SRX2989008,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-2-Bd2014Study,7/7/2017,8723,3481,ILLUMINA,7/7/2017,SRR5810462,SRS2340931,SRP111327,WF-2-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299152,SRX2989009,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-18-Bd2014Study,7/7/2017,7435,3145,ILLUMINA,7/7/2017,SRR5810461,SRS2340932,SRP111327,WF-18-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299151,SRX2989010,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-15-Bd2014Study,7/7/2017,8556,3488,ILLUMINA,7/7/2017,SRR5810460,SRS2340933,SRP111327,WF-15-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299150,SRX2989011,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-14-Bd2014Study,7/7/2017,12076,4864,ILLUMINA,7/7/2017,SRR5810459,SRS2340934,SRP111327,WF-14-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299149,SRX2989012,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-12-Bd2014Study,7/7/2017,7962,3293,ILLUMINA,7/7/2017,SRR5810458,SRS2340935,SRP111327,WF-12-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
